,Race,Age,EaseofUse,Effectiveness,Satisfaction,Sex,UsefulCount,Review,Sideeffect
14014,1,4,0.5,1.0,5.0,0,0.0,1.0,1
14016,0,5,1.0,0.25,1.0,1,0.05714285714285714,0.0,5
14017,1,3,1.0,1.0,2.0,1,0.05714285714285714,0.0,4
14018,2,6,1.0,1.0,5.0,1,0.0,1.0,1
14019,0,8,0.75,0.25,2.0,1,0.014285714285714285,0.0,4
14020,0,6,0.75,0.75,4.0,0,0.014285714285714285,1.0,2
14021,2,4,1.0,0.5,3.0,1,0.007142857142857143,0.0,3
14022,0,3,1.0,0.5,4.0,0,0.0,1.0,2
14025,1,6,1.0,0.75,3.0,1,0.02857142857142857,0.0,3
14026,2,7,0.5,0.5,3.0,1,0.0,0.0,3
14027,1,7,0.75,0.0,2.0,1,0.0,0.0,4
14031,2,3,1.0,1.0,5.0,1,0.014285714285714285,1.0,1
14032,1,5,1.0,1.0,5.0,0,0.03571428571428571,1.0,1
14034,1,6,1.0,0.75,4.0,1,0.007142857142857143,1.0,2
14035,1,4,0.0,0.25,1.0,0,0.02142857142857143,0.0,5
14036,3,4,0.75,0.75,3.0,0,0.06428571428571428,0.0,3
14038,3,5,1.0,1.0,5.0,1,0.03571428571428571,1.0,1
14039,3,6,1.0,0.75,5.0,1,0.007142857142857143,1.0,1
14040,2,7,0.5,0.25,1.0,0,0.03571428571428571,0.0,5
14041,2,4,1.0,1.0,5.0,1,0.007142857142857143,1.0,1
14043,2,5,1.0,0.75,4.0,0,0.03571428571428571,1.0,2
14044,0,6,0.75,0.75,1.0,0,0.07142857142857142,0.0,5
14045,1,5,0.5,0.25,1.0,0,0.03571428571428571,0.0,5
14046,3,4,0.75,0.25,3.0,0,0.04285714285714286,0.0,3
14047,3,6,0.75,0.75,2.0,0,0.05714285714285714,0.0,4
14048,3,5,1.0,1.0,5.0,0,0.014285714285714285,1.0,1
14049,3,5,1.0,1.0,1.0,0,0.05714285714285714,0.0,5
14050,3,4,1.0,1.0,3.0,0,0.02857142857142857,1.0,3
14051,3,6,0.5,0.5,3.0,1,0.014285714285714285,0.0,3
14052,2,6,0.0,0.5,1.0,0,0.007142857142857143,0.0,5
14053,2,5,1.0,1.0,1.0,0,0.08571428571428572,0.0,5
14055,2,8,1.0,1.0,4.0,1,0.02857142857142857,1.0,2
14056,0,6,0.5,0.5,2.0,0,0.049999999999999996,0.0,4
14057,1,5,0.0,0.25,1.0,1,0.09285714285714286,0.0,5
14058,1,8,1.0,1.0,5.0,0,0.049999999999999996,1.0,1
14059,1,7,0.75,0.75,1.0,0,0.08571428571428572,0.0,5
14060,2,4,1.0,0.0,1.0,1,0.2357142857142857,0.0,5
14061,3,7,1.0,0.75,4.0,1,0.014285714285714285,1.0,2
14062,3,7,0.75,0.75,4.0,1,0.007142857142857143,1.0,2
14065,3,6,0.75,0.75,4.0,0,0.05714285714285714,1.0,2
14067,3,5,1.0,0.5,1.0,0,0.04285714285714286,0.0,5
14068,2,5,0.5,0.5,1.0,1,0.05714285714285714,0.0,5
14069,2,4,1.0,0.75,4.0,0,0.007142857142857143,1.0,2
14070,3,6,1.0,0.25,1.0,0,0.03571428571428571,0.0,5
14071,0,8,0.5,0.5,1.0,0,0.06428571428571428,0.0,5
14072,2,6,1.0,1.0,5.0,1,0.007142857142857143,1.0,1
14074,1,6,0.75,0.5,2.0,1,0.02857142857142857,0.0,4
14075,2,7,0.5,0.25,1.0,1,0.05714285714285714,0.0,5
14076,3,5,1.0,1.0,5.0,0,0.09285714285714286,1.0,1
14079,2,6,1.0,1.0,5.0,1,0.014285714285714285,1.0,1
14081,2,7,1.0,0.75,5.0,1,0.02142857142857143,1.0,1
14082,2,7,0.5,0.5,2.0,1,0.03571428571428571,0.0,4
14086,3,3,0.5,0.5,3.0,0,0.007142857142857143,1.0,3
14087,3,7,1.0,1.0,2.0,0,0.07142857142857142,0.0,4
14088,3,7,0.0,0.0,1.0,0,0.08571428571428572,0.0,5
14089,2,6,1.0,1.0,5.0,1,0.007142857142857143,1.0,1
14090,3,7,0.75,0.25,2.0,0,0.04285714285714286,0.0,4
14091,1,6,1.0,1.0,5.0,0,0.049999999999999996,1.0,1
14092,0,4,1.0,0.75,4.0,1,0.014285714285714285,1.0,2
14093,2,5,0.5,0.5,2.0,0,0.04285714285714286,0.0,4
14094,1,5,0.75,0.75,4.0,0,0.007142857142857143,1.0,2
14095,1,4,1.0,0.75,4.0,0,0.02142857142857143,1.0,2
14096,0,5,0.0,0.0,1.0,0,0.1357142857142857,0.0,5
14097,1,4,1.0,1.0,5.0,0,0.02142857142857143,1.0,1
14098,1,7,1.0,0.5,5.0,1,0.02142857142857143,1.0,1
14099,1,4,0.5,0.5,3.0,0,0.014285714285714285,0.0,3
14100,1,6,0.0,0.0,1.0,0,0.08571428571428572,0.0,5
14101,0,5,0.25,0.0,1.0,1,0.02142857142857143,0.0,5
14104,3,6,0.0,0.0,1.0,1,0.03571428571428571,0.0,5
14105,0,4,0.5,0.0,1.0,1,0.09999999999999999,0.0,5
14106,2,6,0.25,0.25,2.0,0,0.05714285714285714,0.0,4
14107,2,7,1.0,0.0,1.0,0,0.05714285714285714,0.0,5
14108,2,6,0.5,1.0,2.0,0,0.06428571428571428,0.0,4
14109,1,7,1.0,1.0,5.0,0,0.07142857142857142,1.0,1
14110,1,6,0.0,1.0,1.0,0,0.014285714285714285,0.0,5
14111,3,6,0.75,0.75,1.0,0,0.10714285714285714,0.0,5
14112,3,4,0.5,0.25,3.0,1,0.014285714285714285,0.0,3
14115,1,3,0.75,0.5,1.0,1,0.11428571428571428,0.0,5
14116,2,6,1.0,1.0,4.0,0,0.02142857142857143,1.0,2
14117,2,6,0.25,0.5,1.0,1,0.07857142857142857,0.0,5
14118,0,7,0.0,0.25,1.0,0,0.02142857142857143,0.0,5
14120,1,4,0.5,0.5,3.0,0,0.014285714285714285,0.0,3
14121,3,6,1.0,0.75,1.0,0,0.04285714285714286,0.0,5
14123,0,6,0.75,1.0,4.0,1,0.007142857142857143,1.0,2
14125,3,6,0.5,0.25,2.0,0,0.02857142857142857,0.0,4
14126,0,7,0.75,0.75,4.0,1,0.014285714285714285,1.0,2
14127,2,8,0.75,0.75,4.0,0,0.04285714285714286,1.0,2
14128,2,6,1.0,1.0,1.0,1,0.05714285714285714,0.0,5
14129,1,6,0.5,0.5,1.0,1,0.04285714285714286,0.0,5
14130,3,6,0.75,0.0,1.0,1,0.09285714285714286,0.0,5
14131,0,6,0.5,0.5,1.0,0,0.07857142857142857,0.0,5
14133,0,6,1.0,0.25,2.0,1,0.02142857142857143,0.0,4
14134,1,8,0.5,0.25,1.0,1,0.0,0.0,5
14135,2,6,0.75,0.75,2.0,1,0.05714285714285714,0.0,4
14136,0,6,1.0,1.0,5.0,0,0.03571428571428571,1.0,1
14137,3,6,0.75,0.75,1.0,1,0.02142857142857143,0.0,5
14138,0,7,1.0,0.75,3.0,0,0.007142857142857143,1.0,3
14139,0,7,0.75,0.25,1.0,0,0.007142857142857143,0.0,5
14140,3,7,0.75,0.0,1.0,0,0.04285714285714286,0.0,5
14141,3,6,0.75,0.5,2.0,0,0.07142857142857142,0.0,4
14143,1,7,1.0,0.0,1.0,1,0.02142857142857143,0.0,5
14145,2,7,0.75,0.75,5.0,0,0.02857142857142857,1.0,1
14146,2,6,0.75,0.0,1.0,1,0.06428571428571428,0.0,5
14147,0,7,1.0,0.5,2.0,0,0.007142857142857143,0.0,4
14148,2,5,0.0,0.5,1.0,0,0.07857142857142857,0.0,5
14153,0,8,1.0,0.75,5.0,0,0.014285714285714285,1.0,1
14154,0,6,1.0,0.5,3.0,1,0.014285714285714285,1.0,3
14155,3,5,0.0,0.25,1.0,0,0.09285714285714286,0.0,5
14157,3,5,1.0,1.0,5.0,1,0.02857142857142857,1.0,1
14158,3,8,0.25,0.5,3.0,0,0.0,0.0,3
14161,3,6,1.0,0.5,2.0,1,0.0,0.0,4
14162,2,6,0.75,0.5,2.0,0,0.09285714285714286,0.0,4
14163,2,4,1.0,0.5,1.0,0,0.02142857142857143,0.0,5
14164,2,5,0.75,0.0,1.0,1,0.04285714285714286,0.0,5
14165,3,5,0.75,1.0,2.0,1,0.07142857142857142,0.0,4
14167,2,6,0.75,0.75,1.0,1,0.07857142857142857,0.0,5
14168,3,7,1.0,0.75,3.0,1,0.02142857142857143,0.0,3
14169,1,6,0.0,0.5,1.0,1,0.049999999999999996,0.0,5
14171,2,6,1.0,1.0,3.0,0,0.02857142857142857,0.0,3
14172,3,6,1.0,0.75,4.0,0,0.014285714285714285,1.0,2
14173,3,7,0.25,0.25,2.0,1,0.014285714285714285,0.0,4
14175,3,8,0.75,0.25,2.0,0,0.05714285714285714,0.0,4
14178,1,6,1.0,1.0,2.0,0,0.007142857142857143,0.0,4
14179,3,7,1.0,0.25,2.0,0,0.0,0.0,4
14180,3,6,0.0,0.0,1.0,0,0.04285714285714286,0.0,5
14181,3,6,1.0,0.25,1.0,0,0.03571428571428571,0.0,5
14182,2,6,0.25,0.0,1.0,1,0.0,0.0,5
14183,2,5,1.0,0.5,1.0,1,0.04285714285714286,0.0,5
14184,2,7,1.0,0.75,4.0,1,0.014285714285714285,1.0,2
14187,3,5,0.0,0.0,1.0,1,0.049999999999999996,0.0,5
14189,3,6,0.75,0.75,1.0,0,0.06428571428571428,0.0,5
14190,2,5,0.75,0.75,4.0,0,0.02142857142857143,1.0,2
14191,1,6,1.0,1.0,5.0,0,0.014285714285714285,1.0,1
14192,3,5,1.0,0.75,4.0,0,0.05714285714285714,1.0,2
14193,3,6,1.0,0.5,2.0,0,0.08571428571428572,0.0,4
14194,0,6,0.0,0.5,1.0,0,0.014285714285714285,0.0,5
14195,1,4,0.5,0.5,2.0,0,0.02857142857142857,0.0,4
14196,0,4,0.75,0.75,3.0,0,0.05714285714285714,0.0,3
14198,1,6,0.5,0.5,1.0,1,0.07857142857142857,0.0,5
14199,2,5,1.0,1.0,5.0,0,0.049999999999999996,1.0,1
14200,2,7,0.75,0.25,3.0,0,0.02142857142857143,0.0,3
14201,2,7,0.75,0.75,4.0,1,0.0,1.0,2
14202,3,4,1.0,0.75,3.0,0,0.007142857142857143,0.0,3
14203,3,8,0.75,0.75,2.0,1,0.0,0.0,4
14204,2,6,0.5,0.5,2.0,1,0.02857142857142857,0.0,4
14205,3,6,0.5,0.5,1.0,1,0.02142857142857143,0.0,5
14206,2,6,0.0,0.5,1.0,0,0.08571428571428572,0.0,5
14207,3,6,0.75,0.5,1.0,0,0.05714285714285714,0.0,5
14208,2,7,0.0,0.0,1.0,1,0.0,0.0,5
14209,1,5,0.0,0.0,1.0,0,0.03571428571428571,0.0,5
14210,1,4,0.75,0.25,3.0,1,0.007142857142857143,0.0,3
14211,3,6,0.5,0.75,1.0,0,0.04285714285714286,0.0,5
14212,1,4,0.75,0.5,2.0,1,0.07142857142857142,0.0,4
14213,2,5,1.0,0.75,2.0,0,0.06428571428571428,0.0,4
14216,3,7,0.5,0.0,1.0,0,0.07857142857142857,0.0,5
14218,1,5,1.0,0.5,1.0,0,0.12857142857142856,0.0,5
14221,0,5,1.0,0.75,5.0,1,0.02857142857142857,1.0,1
14222,0,5,0.75,0.75,4.0,0,0.02857142857142857,1.0,2
14223,0,5,0.75,0.75,4.0,1,0.014285714285714285,1.0,2
14225,2,5,1.0,1.0,3.0,1,0.02142857142857143,1.0,3
14226,0,7,1.0,0.0,1.0,0,0.007142857142857143,0.0,5
14227,3,5,1.0,0.25,1.0,0,0.049999999999999996,0.0,5
14228,1,6,1.0,0.75,2.0,0,0.04285714285714286,0.0,4
14231,0,7,0.75,0.0,1.0,0,0.03571428571428571,0.0,5
14234,0,6,1.0,1.0,3.0,0,0.09999999999999999,0.0,3
14236,0,2,1.0,0.75,5.0,0,0.049999999999999996,1.0,1
14237,2,4,1.0,0.5,2.0,1,0.09285714285714286,0.0,4
14240,1,4,1.0,0.75,4.0,0,0.02857142857142857,1.0,2
14243,1,3,1.0,0.5,2.0,0,0.06428571428571428,0.0,4
14244,3,7,0.0,0.5,1.0,1,0.07142857142857142,0.0,5
14245,2,5,1.0,0.75,3.0,1,0.049999999999999996,0.0,3
14246,1,6,0.5,0.5,3.0,1,0.014285714285714285,0.0,3
14247,1,7,1.0,1.0,5.0,0,0.0,1.0,1
14248,3,6,0.0,0.0,1.0,0,0.07857142857142857,0.0,5
14251,1,6,1.0,0.5,1.0,0,0.07142857142857142,0.0,5
14252,0,5,0.25,0.5,3.0,0,0.03571428571428571,1.0,3
14253,3,8,1.0,0.75,4.0,0,0.007142857142857143,1.0,2
14254,0,5,1.0,0.0,1.0,1,0.0,0.0,5
14356,3,8,1.0,0.75,4.0,0,0.02142857142857143,1.0,2
14358,3,6,0.75,1.0,4.0,1,0.02142857142857143,1.0,2
14364,0,7,1.0,1.0,5.0,1,0.04285714285714286,1.0,1
14367,2,6,0.25,0.75,2.0,1,0.08571428571428572,0.0,4
14369,1,6,0.5,0.0,1.0,0,0.15714285714285714,0.0,5
14371,1,3,1.0,0.25,1.0,0,0.2642857142857143,0.0,5
14373,2,4,1.0,1.0,5.0,0,0.17142857142857143,1.0,1
14375,1,7,1.0,1.0,5.0,1,0.04285714285714286,1.0,1
14377,3,7,0.5,0.25,2.0,0,0.02857142857142857,0.0,4
14383,2,6,1.0,0.5,2.0,1,0.07857142857142857,0.0,4
14385,3,7,1.0,0.75,4.0,0,0.09999999999999999,1.0,2
14389,0,5,1.0,1.0,5.0,0,0.1357142857142857,1.0,1
14393,2,5,0.5,0.75,2.0,1,0.17857142857142858,0.0,4
14399,0,8,1.0,0.0,1.0,1,0.03571428571428571,0.0,5
14403,1,5,1.0,1.0,5.0,0,0.15,1.0,1
14405,1,5,0.75,0.75,4.0,0,0.0,1.0,2
14411,1,4,1.0,0.5,2.0,0,0.049999999999999996,0.0,4
14415,1,6,1.0,0.0,1.0,1,0.08571428571428572,0.0,5
14417,1,3,0.25,0.25,2.0,1,0.07857142857142857,0.0,4
14419,3,6,1.0,0.75,3.0,1,0.06428571428571428,0.0,3
14421,2,5,0.0,0.0,1.0,0,0.1357142857142857,0.0,5
14423,3,5,1.0,0.0,1.0,1,0.05714285714285714,0.0,5
14425,1,7,0.25,0.25,1.0,0,0.10714285714285714,0.0,5
14427,2,7,1.0,0.75,5.0,0,0.15,1.0,1
14431,3,6,0.5,0.0,1.0,0,0.0,0.0,5
14435,2,7,0.5,0.25,1.0,0,0.17142857142857143,0.0,5
14437,3,4,0.75,0.75,3.0,1,0.07857142857142857,0.0,3
14445,0,7,0.0,0.0,1.0,0,0.0,0.0,5
14447,3,6,0.25,0.25,1.0,1,0.1357142857142857,0.0,5
14453,3,6,0.0,0.0,1.0,0,0.12857142857142856,0.0,5
14455,1,5,0.5,0.5,3.0,1,0.049999999999999996,1.0,3
14457,0,6,1.0,0.5,2.0,0,0.07857142857142857,0.0,4
14459,3,5,1.0,0.75,1.0,0,0.10714285714285714,0.0,5
14461,3,7,1.0,1.0,2.0,1,0.12857142857142856,0.0,4
14463,3,5,0.75,0.0,1.0,1,0.12857142857142856,0.0,5
14465,0,8,1.0,0.0,1.0,1,0.05714285714285714,0.0,5
14473,3,4,1.0,0.0,2.0,1,0.07857142857142857,0.0,4
14475,2,6,1.0,0.0,1.0,0,0.12142857142857143,0.0,5
14477,0,5,0.0,0.0,1.0,0,0.21428571428571427,0.0,5
14479,1,6,1.0,0.0,1.0,1,0.12857142857142856,0.0,5
14481,3,7,1.0,0.0,1.0,1,0.17142857142857143,0.0,5
14483,3,5,0.75,0.75,1.0,1,0.19999999999999998,0.0,5
14485,2,7,1.0,0.0,1.0,0,0.12142857142857143,0.0,5
14487,1,7,0.75,0.75,4.0,0,0.049999999999999996,1.0,2
14489,0,7,1.0,1.0,5.0,1,0.11428571428571428,1.0,1
14499,2,7,1.0,1.0,5.0,1,0.03571428571428571,1.0,1
14503,3,5,0.75,0.75,1.0,1,0.09285714285714286,0.0,5
14507,1,6,0.0,0.0,1.0,0,0.08571428571428572,0.0,5
14513,2,6,1.0,0.5,3.0,1,0.02857142857142857,1.0,3
14517,1,8,1.0,0.0,1.0,0,0.09285714285714286,0.0,5
14519,2,8,1.0,0.75,3.0,1,0.02857142857142857,0.0,3
14521,1,4,0.25,0.5,1.0,1,0.10714285714285714,0.0,5
14525,2,6,1.0,1.0,5.0,0,0.02142857142857143,1.0,1
14527,3,7,0.5,0.75,1.0,0,0.09999999999999999,0.0,5
14529,3,6,0.75,0.75,1.0,0,0.08571428571428572,0.0,5
14531,3,7,1.0,0.75,1.0,0,0.07857142857142857,0.0,5
14533,1,5,1.0,1.0,5.0,0,0.06428571428571428,1.0,1
14535,3,7,1.0,0.5,3.0,0,0.049999999999999996,1.0,3
14539,3,5,0.25,0.25,2.0,0,0.05714285714285714,0.0,4
14543,1,8,0.5,0.5,3.0,1,0.2714285714285714,1.0,3
14545,1,6,0.5,0.25,1.0,0,0.05714285714285714,0.0,5
14551,1,7,0.75,0.0,1.0,0,0.06428571428571428,0.0,5
14553,1,8,0.0,0.0,1.0,0,0.08571428571428572,0.0,5
14555,3,4,1.0,0.0,1.0,0,0.07142857142857142,0.0,5
14559,3,6,1.0,1.0,3.0,1,0.05714285714285714,1.0,3
14561,2,6,0.0,0.0,1.0,0,0.07142857142857142,0.0,5
14565,2,6,0.75,1.0,5.0,1,0.0,1.0,1
14571,3,6,1.0,0.5,1.0,0,0.09285714285714286,0.0,5
14573,3,3,1.0,1.0,3.0,0,0.11428571428571428,1.0,3
14575,1,6,0.0,0.0,1.0,1,0.11428571428571428,0.0,5
14577,2,4,0.0,0.0,1.0,1,0.25,0.0,5
14579,2,5,0.25,0.25,1.0,0,0.02142857142857143,0.0,5
14583,3,4,0.5,0.5,1.0,1,0.07857142857142857,0.0,5
14587,2,6,1.0,1.0,1.0,0,0.14285714285714285,0.0,5
14589,2,5,1.0,0.75,1.0,0,0.07142857142857142,0.0,5
14591,1,8,1.0,1.0,5.0,1,0.007142857142857143,1.0,1
14593,2,6,0.5,0.25,1.0,1,0.04285714285714286,0.0,5
14595,3,8,0.5,0.5,2.0,1,0.014285714285714285,0.0,4
14601,2,6,1.0,1.0,5.0,1,0.02142857142857143,1.0,1
14611,1,7,1.0,1.0,5.0,1,0.02142857142857143,1.0,1
14613,2,6,0.0,0.5,1.0,0,0.05714285714285714,0.0,5
14615,1,4,0.0,0.75,1.0,1,0.12857142857142856,0.0,5
14617,3,6,1.0,1.0,5.0,0,0.02142857142857143,1.0,1
14619,3,4,0.75,0.5,3.0,1,0.014285714285714285,1.0,3
14621,3,7,0.75,0.25,1.0,1,0.09285714285714286,0.0,5
14623,1,8,1.0,1.0,5.0,0,0.04285714285714286,1.0,1
14625,0,7,0.5,0.5,3.0,1,0.02142857142857143,1.0,3
14629,2,6,1.0,1.0,5.0,1,0.014285714285714285,1.0,1
14633,3,7,1.0,0.75,5.0,1,0.02142857142857143,1.0,1
14635,3,7,0.5,0.5,2.0,1,0.03571428571428571,0.0,4
14643,0,3,0.5,0.5,3.0,0,0.007142857142857143,1.0,3
14645,3,7,1.0,1.0,2.0,0,0.07142857142857142,0.0,4
14647,2,7,0.0,0.0,1.0,0,0.08571428571428572,0.0,5
14649,1,6,1.0,1.0,5.0,1,0.007142857142857143,1.0,1
14651,1,7,0.75,0.25,2.0,0,0.04285714285714286,0.0,4
14653,3,6,1.0,1.0,5.0,0,0.049999999999999996,1.0,1
14655,1,4,1.0,0.75,4.0,1,0.014285714285714285,1.0,2
14657,2,5,0.5,0.5,2.0,0,0.04285714285714286,0.0,4
14659,2,5,0.75,0.75,4.0,0,0.007142857142857143,1.0,2
14661,3,4,1.0,0.75,4.0,0,0.02142857142857143,1.0,2
14663,3,5,0.0,0.0,1.0,0,0.1357142857142857,0.0,5
14665,0,4,1.0,1.0,5.0,0,0.02142857142857143,1.0,1
14667,2,7,1.0,0.5,5.0,1,0.02142857142857143,1.0,1
14669,1,4,0.5,0.5,3.0,0,0.014285714285714285,0.0,3
14671,3,6,0.0,0.0,1.0,0,0.08571428571428572,0.0,5
14673,1,5,0.25,0.0,1.0,1,0.02142857142857143,0.0,5
14679,0,6,0.0,0.0,1.0,1,0.03571428571428571,0.0,5
14681,0,4,0.5,0.0,1.0,1,0.09999999999999999,0.0,5
14683,2,6,0.25,0.25,2.0,0,0.05714285714285714,0.0,4
14685,1,7,1.0,0.0,1.0,0,0.05714285714285714,0.0,5
14687,0,6,0.5,1.0,2.0,0,0.06428571428571428,0.0,4
14689,0,7,1.0,1.0,5.0,0,0.07142857142857142,1.0,1
14691,0,6,0.0,1.0,1.0,0,0.014285714285714285,0.0,5
14693,1,6,0.75,0.75,1.0,0,0.10714285714285714,0.0,5
14695,0,4,0.5,0.25,3.0,1,0.014285714285714285,0.0,3
14701,0,3,0.75,0.5,1.0,1,0.11428571428571428,0.0,5
14703,3,6,1.0,1.0,4.0,0,0.02142857142857143,1.0,2
14705,2,6,0.25,0.5,1.0,1,0.07857142857142857,0.0,5
14707,2,7,0.0,0.25,1.0,0,0.02142857142857143,0.0,5
14711,3,4,0.5,0.5,3.0,0,0.014285714285714285,0.0,3
14713,3,6,1.0,0.75,1.0,0,0.04285714285714286,0.0,5
14717,3,6,0.75,1.0,4.0,1,0.007142857142857143,1.0,2
14721,3,6,0.5,0.25,2.0,0,0.02857142857142857,0.0,4
14723,1,7,0.75,0.75,4.0,1,0.014285714285714285,1.0,2
14725,1,8,0.75,0.75,4.0,0,0.04285714285714286,1.0,2
14727,3,6,1.0,1.0,1.0,1,0.05714285714285714,0.0,5
14729,2,6,0.5,0.5,1.0,1,0.04285714285714286,0.0,5
14731,1,6,0.75,0.0,1.0,1,0.09285714285714286,0.0,5
14733,2,6,0.5,0.5,1.0,0,0.07857142857142857,0.0,5
14737,2,6,1.0,0.25,2.0,1,0.02142857142857143,0.0,4
14739,3,8,0.5,0.25,1.0,1,0.0,0.0,5
14741,2,6,0.75,0.75,2.0,1,0.05714285714285714,0.0,4
14743,3,6,1.0,1.0,5.0,0,0.03571428571428571,1.0,1
14745,2,6,0.75,0.75,1.0,1,0.02142857142857143,0.0,5
14747,0,7,1.0,0.75,3.0,0,0.007142857142857143,1.0,3
14749,3,7,0.75,0.25,1.0,0,0.007142857142857143,0.0,5
14751,1,7,0.75,0.0,1.0,0,0.04285714285714286,0.0,5
14753,3,6,0.75,0.5,2.0,0,0.07142857142857142,0.0,4
14757,2,7,1.0,0.0,1.0,1,0.02142857142857143,0.0,5
14761,3,7,0.75,0.75,5.0,0,0.02857142857142857,1.0,1
14763,2,6,0.75,0.0,1.0,1,0.06428571428571428,0.0,5
14765,1,7,1.0,0.5,2.0,0,0.007142857142857143,0.0,4
14767,2,5,0.0,0.5,1.0,0,0.07857142857142857,0.0,5
14777,1,8,1.0,0.75,5.0,0,0.014285714285714285,1.0,1
14779,1,6,1.0,0.5,3.0,1,0.014285714285714285,1.0,3
14781,3,5,0.0,0.25,1.0,0,0.09285714285714286,0.0,5
14785,2,5,1.0,1.0,5.0,1,0.02857142857142857,1.0,1
14787,3,8,0.25,0.5,3.0,0,0.0,0.0,3
14793,0,6,1.0,0.5,2.0,1,0.0,0.0,4
14795,0,6,0.75,0.5,2.0,0,0.09285714285714286,0.0,4
14797,3,4,1.0,0.5,1.0,0,0.02142857142857143,0.0,5
14799,0,5,0.75,0.0,1.0,1,0.04285714285714286,0.0,5
14801,0,5,0.75,1.0,2.0,1,0.07142857142857142,0.0,4
14805,1,6,0.75,0.75,1.0,1,0.07857142857142857,0.0,5
14807,3,7,1.0,0.75,3.0,1,0.02142857142857143,0.0,3
14809,1,6,0.0,0.5,1.0,1,0.049999999999999996,0.0,5
14813,0,6,1.0,1.0,3.0,0,0.02857142857142857,0.0,3
14815,1,6,1.0,0.75,4.0,0,0.014285714285714285,1.0,2
14817,1,7,0.25,0.25,2.0,1,0.014285714285714285,0.0,4
14821,1,8,0.75,0.25,2.0,0,0.05714285714285714,0.0,4
14827,0,6,1.0,1.0,2.0,0,0.007142857142857143,0.0,4
14829,1,7,1.0,0.25,2.0,0,0.0,0.0,4
14831,2,6,0.0,0.0,1.0,0,0.04285714285714286,0.0,5
14833,0,6,1.0,0.25,1.0,0,0.03571428571428571,0.0,5
14835,1,6,0.25,0.0,1.0,1,0.0,0.0,5
14837,1,5,1.0,0.5,1.0,1,0.04285714285714286,0.0,5
14839,0,7,1.0,0.75,4.0,1,0.014285714285714285,1.0,2
14845,0,5,0.0,0.0,1.0,1,0.049999999999999996,0.0,5
14849,0,6,0.75,0.75,1.0,0,0.06428571428571428,0.0,5
14851,2,5,0.75,0.75,4.0,0,0.02142857142857143,1.0,2
14853,3,6,1.0,1.0,5.0,0,0.014285714285714285,1.0,1
14855,2,5,1.0,0.75,4.0,0,0.05714285714285714,1.0,2
14857,3,6,1.0,0.5,2.0,0,0.08571428571428572,0.0,4
14859,0,6,0.0,0.5,1.0,0,0.014285714285714285,0.0,5
14861,0,4,0.5,0.5,2.0,0,0.02857142857142857,0.0,4
14863,3,4,0.75,0.75,3.0,0,0.05714285714285714,0.0,3
14867,0,6,0.5,0.5,1.0,1,0.07857142857142857,0.0,5
14869,1,5,1.0,1.0,5.0,0,0.049999999999999996,1.0,1
14871,1,7,0.75,0.25,3.0,0,0.02142857142857143,0.0,3
14873,0,7,0.75,0.75,4.0,1,0.0,1.0,2
14875,0,4,1.0,0.75,3.0,0,0.007142857142857143,0.0,3
14877,2,8,0.75,0.75,2.0,1,0.0,0.0,4
14879,2,6,0.5,0.5,2.0,1,0.02857142857142857,0.0,4
14881,1,6,0.5,0.5,1.0,1,0.02142857142857143,0.0,5
14883,0,6,0.0,0.5,1.0,0,0.08571428571428572,0.0,5
14885,3,6,0.75,0.5,1.0,0,0.05714285714285714,0.0,5
14887,3,7,0.0,0.0,1.0,1,0.0,0.0,5
14889,3,5,0.0,0.0,1.0,0,0.03571428571428571,0.0,5
14891,3,4,0.75,0.25,3.0,1,0.007142857142857143,0.0,3
14893,3,6,0.5,0.75,1.0,0,0.04285714285714286,0.0,5
14895,2,4,0.75,0.5,2.0,1,0.07142857142857142,0.0,4
14897,3,5,1.0,0.75,2.0,0,0.06428571428571428,0.0,4
14903,3,7,0.5,0.0,1.0,0,0.07857142857142857,0.0,5
14907,1,5,1.0,0.5,1.0,0,0.12857142857142856,0.0,5
14913,1,5,1.0,0.75,5.0,1,0.02857142857142857,1.0,1
14915,1,5,0.75,0.75,4.0,0,0.02857142857142857,1.0,2
14917,3,5,0.75,0.75,4.0,1,0.014285714285714285,1.0,2
14921,0,5,1.0,1.0,3.0,1,0.02142857142857143,1.0,3
14923,1,7,1.0,0.0,1.0,0,0.007142857142857143,0.0,5
14925,1,5,1.0,0.25,1.0,0,0.049999999999999996,0.0,5
14927,2,6,1.0,0.75,2.0,0,0.04285714285714286,0.0,4
14933,0,7,0.75,0.0,1.0,0,0.03571428571428571,0.0,5
14939,0,5,1.0,0.5,3.0,0,0.0,1.0,3
14943,2,5,1.0,1.0,4.0,0,0.06428571428571428,1.0,2
14945,2,7,1.0,0.75,4.0,1,0.05714285714285714,1.0,2
14947,2,4,1.0,0.75,5.0,1,0.049999999999999996,1.0,1
14949,2,5,1.0,1.0,4.0,1,0.04285714285714286,1.0,2
14951,3,8,0.25,0.0,1.0,0,0.049999999999999996,0.0,5
14953,2,7,1.0,0.0,1.0,0,0.014285714285714285,0.0,5
14955,2,7,1.0,1.0,5.0,1,0.0,1.0,1
14957,1,3,0.5,0.25,1.0,1,0.10714285714285714,0.0,5
14959,0,6,1.0,0.75,3.0,1,0.07142857142857142,0.0,3
14961,1,5,1.0,1.0,5.0,1,0.03571428571428571,1.0,1
